date,region,product,revenue,units_sold,customer_count
2024-12-07,North,Product B,985.48,19,9
2024-12-07,North,Product C,873.3,17,8
2024-12-07,North,Product D,1083.15,21,10
2024-12-07,North,Product E,825.22,16,8
2024-12-07,South,Product A,984.16,19,9
2024-12-07,South,Product B,703.96,14,7
2024-12-07,South,Product C,880.14,17,8
2024-12-07,South,Product D,853.46,17,8
2024-12-07,South,Product E,924.15,18,9
2024-12-07,East,Product A,818.95,16,8
2024-12-07,East,Product B,861.05,17,8
2024-12-07,East,Product C,1030.4,20,10
2024-12-07,East,Product D,807.05,16,8
2024-12-07,East,Product E,600.16,12,6
2024-12-07,West,Product A,1193.73,23,11
2024-12-07,West,Product B,1128.63,22,11
2024-12-07,West,Product C,655.75,13,6
2024-12-07,West,Product D,1006.28,20,10
2024-12-07,West,Product E,795.34,15,7
2024-12-07,Central,Product A,930.9,18,9
2024-12-07,Central,Product B,936.34,18,9
2024-12-07,Central,Product C,842.84,16,8
2024-12-07,Central,Product D,745.68,14,7
2024-12-07,Central,Product E,762.17,15,7
2024-12-08,North,Product A,726.17,14,7
2024-12-08,North,Product B,741.17,14,7
2024-12-08,North,Product C,877.14,17,8
2024-12-08,North,Product D,761.81,15,7
2024-12-08,North,Product E,1010.36,20,10
2024-12-08,South,Product A,1153.54,23,11
2024-12-08,South,Product B,785.94,15,7
2024-12-08,South,Product C,931.65,18,9
2024-12-08,South,Product D,977.93,19,9
2024-12-08,South,Product E,973.01,19,9
2024-12-08,East,Product A,902.59,18,9
2024-12-08,East,Product B,1021.14,20,10
2024-12-08,East,Product C,974.83,19,9
2024-12-08,East,Product D,669.01,13,6
2024-12-08,East,Product E,1043.63,20,10
2024-12-08,West,Product A,1046.86,20,10
2024-12-08,West,Product B,753.36,15,7
2024-12-08,West,Product C,895.83,17,8
2024-12-08,West,Product D,1010.59,20,10
2024-12-08,West,Product E,851.86,17,8
2024-12-08,Central,Product A,1079.88,21,10
2024-12-08,Central,Product B,1309.42,26,13
2024-12-08,Central,Product C,749.32,14,7
2024-12-08,Central,Product D,643.51,12,6
2024-12-08,Central,Product E,943.11,18,9
2024-12-09,North,Product A,1022.9,20,10
2024-12-09,North,Product B,852.62,17,8
2024-12-09,North,Product C,1153.71,23,11
2024-12-09,North,Product D,654.58,13,6
2024-12-09,North,Product E,1017.78,20,10
2024-12-09,South,Product A,785.58,15,7
2024-12-09,South,Product B,1201.29,24,12
2024-12-09,South,Product C,1250.12,25,12
2024-12-09,South,Product D,756.83,15,7
2024-12-09,South,Product E,795.65,15,7
2024-12-09,East,Product A,1047.57,20,10
2024-12-09,East,Product B,824.69,16,8
2024-12-09,East,Product C,885.78,17,8
2024-12-09,East,Product D,898.44,17,8
2024-12-09,East,Product E,550.7,11,5
2024-12-09,West,Product A,891.42,17,8
2024-12-09,West,Product B,770.59,15,7
2024-12-09,West,Product C,805.74,16,8
2024-12-09,West,Product D,1151.99,23,11
2024-12-09,West,Product E,669.26,13,6
2024-12-09,Central,Product A,1039.28,20,10
2024-12-09,Central,Product B,844.02,16,8
2024-12-09,Central,Product C,843.88,16,8
2024-12-09,Central,Product D,1035.2,20,10
2024-12-09,Central,Product E,954.69,19,9
2024-12-10,North,Product A,1001.31,20,10
2024-12-10,North,Product B,1072.77,21,10
2024-12-10,North,Product C,839.19,16,8
2024-12-10,North,Product D,788.69,15,7
2024-12-10,North,Product E,703.69,14,7
2024-12-10,South,Product A,750.38,15,7
2024-12-10,South,Product B,1428.84,28,14
2024-12-10,South,Product C,1122.47,22,11
2024-12-10,South,Product D,655.89,13,6
2024-12-10,South,Product E,661.03,13,6
2024-12-10,East,Product A,985.36,19,9
2024-12-10,East,Product B,997.11,19,9
2024-12-10,East,Product C,997.4,19,9
2024-12-10,East,Product D,852.92,17,8
2024-12-10,East,Product E,876.19,17,8
2024-12-10,West,Product A,957.68,19,9
2024-12-10,West,Product B,914.18,18,9
2024-12-10,West,Product C,499.83,9,4
2024-12-10,West,Product D,857.44,17,8
2024-12-10,West,Product E,745.7,14,7
2024-12-10,Central,Product A,930.24,18,9
2024-12-10,Central,Product B,1435.34,28,14
2024-12-10,Central,Product C,964.8,19,9
2024-12-10,Central,Product D,842.39,16,8
2024-12-10,Central,Product E,1064.44,21,10
2024-12-11,North,Product A,990.85,19,9
2024-12-11,North,Product B,979.54,19,9
2024-12-11,North,Product C,1013.29,20,10
2024-12-11,North,Product D,1275.29,25,12
2024-12-11,North,Product E,699.24,13,6
2024-12-11,South,Product A,989.22,19,9
2024-12-11,South,Product B,736.2,14,7
2024-12-11,South,Product C,1004.01,20,10
2024-12-11,South,Product D,737.59,14,7
2024-12-11,South,Product E,828.19,16,8
2024-12-11,East,Product A,850.29,17,8
2024-12-11,East,Product B,1079.97,21,10
2024-12-11,East,Product C,1069.61,21,10
2024-12-11,East,Product D,678.49,13,6
2024-12-11,East,Product E,913.55,18,9
2024-12-11,West,Product A,775.38,15,7
2024-12-11,West,Product B,676.18,13,6
2024-12-11,West,Product C,864.4,17,8
2024-12-11,West,Product D,847.87,16,8
2024-12-11,West,Product E,1342.18,26,13
2024-12-11,Central,Product A,981.87,19,9
2024-12-11,Central,Product B,654.65,13,6
2024-12-11,Central,Product C,801.55,16,8
2024-12-11,Central,Product D,1088.21,21,10
2024-12-11,Central,Product E,1281.05,25,12
2024-12-12,North,Product A,620.34,12,6
2024-12-12,North,Product B,566.93,11,5
2024-12-12,North,Product C,1248.49,24,12
2024-12-12,North,Product D,979.32,19,9
2024-12-12,North,Product E,750.75,15,7
2024-12-12,South,Product A,1005.67,20,10
2024-12-12,South,Product B,429.6,8,4
2024-12-12,South,Product C,909.14,18,9
2024-12-12,South,Product D,968.09,19,9
2024-12-12,South,Product E,1076.47,21,10
2024-12-12,East,Product A,724.29,14,7
2024-12-12,East,Product B,924.09,18,9
2024-12-12,East,Product C,740.37,14,7
2024-12-12,East,Product D,954.93,19,9
2024-12-12,East,Product E,745.83,14,7
2024-12-12,West,Product A,834.37,16,8
2024-12-12,West,Product B,727.58,14,7
2024-12-12,West,Product C,1026.84,20,10
2024-12-12,West,Product D,1064.51,21,10
2024-12-12,West,Product E,865.89,17,8
2024-12-12,Central,Product A,915.47,18,9
2024-12-12,Central,Product B,645.31,12,6
2024-12-12,Central,Product C,854.07,17,8
2024-12-12,Central,Product D,899.4,17,8
2024-12-12,Central,Product E,1384.73,27,13
2024-12-13,North,Product A,710.31,14,7
2024-12-13,North,Product B,1180.95,23,11
2024-12-13,North,Product C,1095.57,21,10
2024-12-13,North,Product D,964.73,19,9
2024-12-13,North,Product E,1234.74,24,12
2024-12-13,South,Product A,981.44,19,9
2024-12-13,South,Product B,984.55,19,9
2024-12-13,South,Product C,903.75,18,9
2024-12-13,South,Product D,1136.99,22,11
2024-12-13,South,Product E,1113.77,22,11
2024-12-13,East,Product A,799.15,15,7
2024-12-13,East,Product B,672.44,13,6
2024-12-13,East,Product C,876.37,17,8
2024-12-13,East,Product D,767.3,15,7
2024-12-13,East,Product E,901.85,18,9
2024-12-13,West,Product A,1139.52,22,11
2024-12-13,West,Product B,829.91,16,8
2024-12-13,West,Product C,905.63,18,9
2024-12-13,West,Product D,924.06,18,9
2024-12-13,West,Product E,1068.46,21,10
2024-12-13,Central,Product A,502.97,10,5
2024-12-13,Central,Product B,802.62,16,8
2024-12-13,Central,Product C,952.05,19,9
2024-12-13,Central,Product D,1132.7,22,11
2024-12-13,Central,Product E,823.59,16,8
2024-12-14,North,Product A,573.72,11,5
2024-12-14,North,Product B,1032.24,20,10
2024-12-14,North,Product C,801.71,16,8
2024-12-14,North,Product D,699.89,13,6
2024-12-14,North,Product E,803.73,16,8
2024-12-14,South,Product A,884.52,17,8
2024-12-14,South,Product B,807.33,16,8
2024-12-14,South,Product C,513.29,10,5
2024-12-14,South,Product D,1083.19,21,10
2024-12-14,South,Product E,1152.58,23,11
2024-12-14,East,Product A,1038.09,20,10
2024-12-14,East,Product B,709.44,14,7
2024-12-14,East,Product C,881.4,17,8
2024-12-14,East,Product D,917.21,18,9
2024-12-14,East,Product E,1028.4,20,10
2024-12-14,West,Product A,1041.18,20,10
2024-12-14,West,Product B,783.56,15,7
2024-12-14,West,Product C,933.47,18,9
2024-12-14,West,Product D,1002.41,20,10
2024-12-14,West,Product E,1185.82,23,11
2024-12-14,Central,Product A,1047.82,20,10
2024-12-14,Central,Product B,1063.35,21,10
2024-12-14,Central,Product C,933.81,18,9
2024-12-14,Central,Product D,1177.49,23,11
2024-12-14,Central,Product E,993.68,19,9
2024-12-15,North,Product A,764.37,15,7
2024-12-15,North,Product B,1182.57,23,11
2024-12-15,North,Product C,1052.28,21,10
2024-12-15,North,Product D,841.57,16,8
2024-12-15,North,Product E,834.84,16,8
2024-12-15,South,Product A,978.17,19,9
2024-12-15,South,Product B,1008.93,20,10
2024-12-15,South,Product C,959.83,19,9
2024-12-15,South,Product D,980.89,19,9
2024-12-15,South,Product E,1237.34,24,12
2024-12-15,East,Product A,1121.29,22,11
2024-12-15,East,Product B,958.6,19,9
2024-12-15,East,Product C,1097.23,21,10
2024-12-15,East,Product D,732.71,14,7
2024-12-15,East,Product E,996.88,19,9
2024-12-15,West,Product A,1257.53,25,12
2024-12-15,West,Product B,883.13,17,8
2024-12-15,West,Product C,766.85,15,7
2024-12-15,West,Product D,802.97,16,8
2024-12-15,West,Product E,722.16,14,7
2024-12-15,Central,Product A,778.47,15,7
2024-12-15,Central,Product B,854.97,17,8
2024-12-15,Central,Product C,663.82,13,6
2024-12-15,Central,Product D,926.28,18,9
2024-12-15,Central,Product E,1090.03,21,10
2024-12-16,North,Product A,759.85,15,7
2024-12-16,North,Product B,1210.5,24,12
2024-12-16,North,Product C,1023.24,20,10
2024-12-16,North,Product D,1119.76,22,11
2024-12-16,North,Product E,806.25,16,8
2024-12-16,South,Product A,1087.07,21,10
2024-12-16,South,Product B,725.65,14,7
2024-12-16,South,Product C,1093.7,21,10
2024-12-16,South,Product D,960.31,19,9
2024-12-16,South,Product E,1031.13,20,10
2024-12-16,East,Product A,710.11,14,7
2024-12-16,East,Product B,762.2,15,7
2024-12-16,East,Product C,1039.29,20,10
2024-12-16,East,Product D,752.31,15,7
2024-12-16,East,Product E,1014.41,20,10
2024-12-16,West,Product A,674.55,13,6
2024-12-16,West,Product B,1085.89,21,10
2024-12-16,West,Product C,699.54,13,6
2024-12-16,West,Product D,1030.95,20,10
2024-12-16,West,Product E,1044.57,20,10
2024-12-16,Central,Product A,799.02,15,7
2024-12-16,Central,Product B,1036.47,20,10
2024-12-16,Central,Product C,976.76,19,9
2024-12-16,Central,Product D,828.35,16,8
2024-12-16,Central,Product E,741.13,14,7
2024-12-17,North,Product A,567.03,11,5
2024-12-17,North,Product B,998.7,19,9
2024-12-17,North,Product C,641.3,12,6
2024-12-17,North,Product D,951.22,19,9
2024-12-17,North,Product E,884.24,17,8
2024-12-17,South,Product A,1060.21,21,10
2024-12-17,South,Product B,877.04,17,8
2024-12-17,South,Product C,871.92,17,8
2024-12-17,South,Product D,1070.05,21,10
2024-12-17,South,Product E,995.97,19,9
2024-12-17,East,Product A,992.45,19,9
2024-12-17,East,Product B,1021.03,20,10
2024-12-17,East,Product C,646.76,12,6
2024-12-17,East,Product D,1074.7,21,10
2024-12-17,East,Product E,1047.76,20,10
2024-12-17,West,Product A,743.62,14,7
2024-12-17,West,Product B,887.86,17,8
2024-12-17,West,Product C,926.09,18,9
2024-12-17,West,Product D,908.32,18,9
2024-12-17,West,Product E,995.75,19,9
2024-12-17,Central,Product A,1200.64,24,12
2024-12-17,Central,Product B,1135.37,22,11
2024-12-17,Central,Product C,688.45,13,6
2024-12-17,Central,Product D,1049.55,20,10
2024-12-17,Central,Product E,1181.52,23,11
2024-12-18,North,Product A,1011.07,20,10
2024-12-18,North,Product B,1143.24,22,11
2024-12-18,North,Product C,1316.16,26,13
2024-12-18,North,Product D,1130.61,22,11
2024-12-18,North,Product E,985.26,19,9
2024-12-18,South,Product A,1134.63,22,11
2024-12-18,South,Product B,965.66,19,9
2024-12-18,South,Product C,942.96,18,9
2024-12-18,South,Product D,872.51,17,8
2024-12-18,South,Product E,1231.91,24,12
2024-12-18,East,Product A,784.85,15,7
2024-12-18,East,Product B,1226.08,24,12
2024-12-18,East,Product C,1032.29,20,10
2024-12-18,East,Product D,675.83,13,6
2024-12-18,East,Product E,1007.47,20,10
2024-12-18,West,Product A,544.31,10,5
2024-12-18,West,Product B,1055.87,21,10
2024-12-18,West,Product C,1104.62,22,11
2024-12-18,West,Product D,827.29,16,8
2024-12-18,West,Product E,961.66,19,9
2024-12-18,Central,Product A,1305.25,26,13
2024-12-18,Central,Product B,843.54,16,8
2024-12-18,Central,Product C,739.72,14,7
2024-12-18,Central,Product D,1216.57,24,12
2024-12-18,Central,Product E,1306.83,26,13
2024-12-19,North,Product A,944.23,18,9
2024-12-19,North,Product B,1134.4,22,11
2024-12-19,North,Product C,1196.68,23,11
2024-12-19,North,Product D,803.42,16,8
2024-12-19,North,Product E,851.95,17,8
2024-12-19,South,Product A,1175.81,23,11
2024-12-19,South,Product B,1261.5,25,12
2024-12-19,South,Product C,1049.75,20,10
2024-12-19,South,Product D,777.51,15,7
2024-12-19,South,Product E,1318.5,26,13
2024-12-19,East,Product A,843.33,16,8
2024-12-19,East,Product B,880.29,17,8
2024-12-19,East,Product C,1008.13,20,10
2024-12-19,East,Product D,1236.81,24,12
2024-12-19,East,Product E,1104.68,22,11
2024-12-19,West,Product A,1021.82,20,10
2024-12-19,West,Product B,1030.96,20,10
2024-12-19,West,Product C,951.74,19,9
2024-12-19,West,Product D,1048.86,20,10
2024-12-19,West,Product E,466.19,9,4
2024-12-19,Central,Product A,887.56,17,8
2024-12-19,Central,Product B,989.07,19,9
2024-12-19,Central,Product C,726.33,14,7
2024-12-19,Central,Product D,1016.43,20,10
2024-12-19,Central,Product E,904.95,18,9
2024-12-20,North,Product A,1281.67,25,12
2024-12-20,North,Product B,1247.05,24,12
2024-12-20,North,Product C,860.24,17,8
2024-12-20,North,Product D,919.99,18,9
2024-12-20,North,Product E,934.58,18,9
2024-12-20,South,Product A,862.92,17,8
2024-12-20,South,Product B,985.61,19,9
2024-12-20,South,Product C,804.75,16,8
2024-12-20,South,Product D,734.11,14,7
2024-12-20,South,Product E,1066.75,21,10
2024-12-20,East,Product A,1068.05,21,10
2024-12-20,East,Product B,796.02,15,7
2024-12-20,East,Product C,1118.48,22,11
2024-12-20,East,Product D,828.79,16,8
2024-12-20,East,Product E,996.64,19,9
2024-12-20,West,Product A,1104.25,22,11
2024-12-20,West,Product B,942.23,18,9
2024-12-20,West,Product C,1034.89,20,10
2024-12-20,West,Product D,850.63,17,8
2024-12-20,West,Product E,911.34,18,9
2024-12-20,Central,Product A,909.56,18,9
2024-12-20,Central,Product B,806.97,16,8
2024-12-20,Central,Product C,915.07,18,9
2024-12-20,Central,Product D,654.8,13,6
2024-12-20,Central,Product E,855.43,17,8
2024-12-21,North,Product A,899.37,17,8
2024-12-21,North,Product B,904.84,18,9
2024-12-21,North,Product C,907.64,18,9
2024-12-21,North,Product D,941.93,18,9
2024-12-21,North,Product E,1045.16,20,10
2024-12-21,South,Product A,1120.51,22,11
2024-12-21,South,Product B,829.77,16,8
2024-12-21,South,Product C,724.21,14,7
2024-12-21,South,Product D,754.95,15,7
2024-12-21,South,Product E,860.78,17,8
2024-12-21,East,Product A,886.58,17,8
2024-12-21,East,Product B,806.84,16,8
2024-12-21,East,Product C,706.48,14,7
2024-12-21,East,Product D,866.71,17,8
2024-12-21,East,Product E,988.31,19,9
2024-12-21,West,Product A,1067.2,21,10
2024-12-21,West,Product B,847.38,16,8
2024-12-21,West,Product C,874.93,17,8
2024-12-21,West,Product D,776.95,15,7
2024-12-21,West,Product E,947.71,18,9
2024-12-21,Central,Product A,791.88,15,7
2024-12-21,Central,Product B,1063.03,21,10
2024-12-21,Central,Product C,613.07,12,6
2024-12-21,Central,Product D,885.11,17,8
2024-12-21,Central,Product E,1011.14,20,10
2024-12-22,North,Product A,994.07,19,9
2024-12-22,North,Product B,1475.24,29,14
2024-12-22,North,Product C,1025.9,20,10
2024-12-22,North,Product D,766.28,15,7
2024-12-22,North,Product E,940.51,18,9
2024-12-22,South,Product A,618.2,12,6
2024-12-22,South,Product B,943.36,18,9
2024-12-22,South,Product C,799.07,15,7
2024-12-22,South,Product D,1134.35,22,11
2024-12-22,South,Product E,853.43,17,8
2024-12-22,East,Product A,936.42,18,9
2024-12-22,East,Product B,836.94,16,8
2024-12-22,East,Product C,1292.26,25,12
2024-12-22,East,Product D,897.21,17,8
2024-12-22,East,Product E,1310.23,26,13
2024-12-22,West,Product A,1114.94,22,11
2024-12-22,West,Product B,1051.26,21,10
2024-12-22,West,Product C,1029.53,20,10
2024-12-22,West,Product D,1034.33,20,10
2024-12-22,West,Product E,589.16,11,5
2024-12-22,Central,Product A,905.34,18,9
2024-12-22,Central,Product B,1120.89,22,11
2024-12-22,Central,Product C,949.44,18,9
2024-12-22,Central,Product D,689.35,13,6
2024-12-22,Central,Product E,948.77,18,9
2024-12-23,North,Product A,1292.47,25,12
2024-12-23,North,Product B,1204.32,24,12
2024-12-23,North,Product C,951.98,19,9
2024-12-23,North,Product D,1147.37,22,11
2024-12-23,North,Product E,893.28,17,8
2024-12-23,South,Product A,635.45,12,6
2024-12-23,South,Product B,785.71,15,7
2024-12-23,South,Product C,1265.24,25,12
2024-12-23,South,Product D,911.12,18,9
2024-12-23,South,Product E,917.02,18,9
2024-12-23,East,Product A,906.13,18,9
2024-12-23,East,Product B,1331.03,26,13
2024-12-23,East,Product C,1277.4,25,12
2024-12-23,East,Product D,1391.69,27,13
2024-12-23,East,Product E,933.28,18,9
2024-12-23,West,Product A,1020.93,20,10
2024-12-23,West,Product B,671.55,13,6
2024-12-23,West,Product C,1248.67,24,12
2024-12-23,West,Product D,738.8,14,7
2024-12-23,West,Product E,1005.73,20,10
2024-12-23,Central,Product A,752.39,15,7
2024-12-23,Central,Product B,850.41,17,8
2024-12-23,Central,Product C,802.52,16,8
2024-12-23,Central,Product D,846.75,16,8
2024-12-23,Central,Product E,860.0,17,8
2024-12-24,North,Product A,862.81,17,8
2024-12-24,North,Product B,1130.58,22,11
2024-12-24,North,Product C,754.93,15,7
2024-12-24,North,Product D,1011.81,20,10
2024-12-24,North,Product E,1205.13,24,12
2024-12-24,South,Product A,869.6,17,8
2024-12-24,South,Product B,829.93,16,8
2024-12-24,South,Product C,924.39,18,9
2024-12-24,South,Product D,1197.72,23,11
2024-12-24,South,Product E,1006.69,20,10
2024-12-24,East,Product A,866.11,17,8
2024-12-24,East,Product B,1062.85,21,10
2024-12-24,East,Product C,755.43,15,7
2024-12-24,East,Product D,1101.13,22,11
2024-12-24,East,Product E,1048.26,20,10
2024-12-24,West,Product A,909.41,18,9
2024-12-24,West,Product B,806.54,16,8
2024-12-24,West,Product C,797.22,15,7
2024-12-24,West,Product D,1072.72,21,10
2024-12-24,West,Product E,1207.26,24,12
2024-12-24,Central,Product A,845.55,16,8
2024-12-24,Central,Product B,1057.91,21,10
2024-12-24,Central,Product C,564.57,11,5
2024-12-24,Central,Product D,855.76,17,8
2024-12-24,Central,Product E,963.05,19,9
2024-12-25,North,Product A,796.97,15,7
2024-12-25,North,Product B,791.74,15,7
2024-12-25,North,Product C,844.1,16,8
2024-12-25,North,Product D,1031.14,20,10
2024-12-25,North,Product E,937.71,18,9
2024-12-25,South,Product A,538.11,10,5
2024-12-25,South,Product B,561.01,11,5
2024-12-25,South,Product C,855.97,17,8
2024-12-25,South,Product D,1063.39,21,10
2024-12-25,South,Product E,438.88,8,4
2024-12-25,East,Product A,876.84,17,8
2024-12-25,East,Product B,871.68,17,8
2024-12-25,East,Product C,1244.72,24,12
2024-12-25,East,Product D,899.19,17,8
2024-12-25,East,Product E,1048.83,20,10
2024-12-25,West,Product A,1001.73,20,10
2024-12-25,West,Product B,559.09,11,5
2024-12-25,West,Product C,1123.89,22,11
2024-12-25,West,Product D,1016.18,20,10
2024-12-25,West,Product E,1073.24,21,10
2024-12-25,Central,Product A,1739.21,34,17
2024-12-25,Central,Product B,568.14,11,5
2024-12-25,Central,Product C,1310.25,26,13
2024-12-25,Central,Product D,918.2,18,9
2024-12-25,Central,Product E,1030.19,20,10
2024-12-26,North,Product A,970.44,19,9
2024-12-26,North,Product B,896.26,17,8
2024-12-26,North,Product C,867.75,17,8
2024-12-26,North,Product D,1043.9,20,10
2024-12-26,North,Product E,682.19,13,6
2024-12-26,South,Product A,1126.38,22,11
2024-12-26,South,Product B,897.84,17,8
2024-12-26,South,Product C,758.01,15,7
2024-12-26,South,Product D,891.21,17,8
2024-12-26,South,Product E,1225.6,24,12
2024-12-26,East,Product A,874.5,17,8
2024-12-26,East,Product B,1049.57,20,10
2024-12-26,East,Product C,836.19,16,8
2024-12-26,East,Product D,1127.81,22,11
2024-12-26,East,Product E,1113.63,22,11
2024-12-26,West,Product A,1341.45,26,13
2024-12-26,West,Product B,944.97,18,9
2024-12-26,West,Product C,1110.33,22,11
2024-12-26,West,Product D,998.57,19,9
2024-12-26,West,Product E,1233.18,24,12
2024-12-26,Central,Product A,838.56,16,8
2024-12-26,Central,Product B,1125.28,22,11
2024-12-26,Central,Product C,941.22,18,9
2024-12-26,Central,Product D,966.79,19,9
2024-12-26,Central,Product E,997.33,19,9
2024-12-27,North,Product A,1034.18,20,10
2024-12-27,North,Product B,961.63,19,9
2024-12-27,North,Product C,1026.79,20,10
2024-12-27,North,Product D,1295.25,25,12
2024-12-27,North,Product E,1178.55,23,11
2024-12-27,South,Product A,1155.65,23,11
2024-12-27,South,Product B,894.82,17,8
2024-12-27,South,Product C,809.42,16,8
2024-12-27,South,Product D,1172.62,23,11
2024-12-27,South,Product E,1157.01,23,11
2024-12-27,East,Product A,1274.49,25,12
2024-12-27,East,Product B,865.59,17,8
2024-12-27,East,Product C,939.32,18,9
2024-12-27,East,Product D,661.7,13,6
2024-12-27,East,Product E,907.24,18,9
2024-12-27,West,Product A,1180.74,23,11
2024-12-27,West,Product B,892.66,17,8
2024-12-27,West,Product C,1110.63,22,11
2024-12-27,West,Product D,947.0,18,9
2024-12-27,West,Product E,1048.32,20,10
2024-12-27,Central,Product A,758.53,15,7
2024-12-27,Central,Product B,1001.29,20,10
2024-12-27,Central,Product C,395.55,7,3
2024-12-27,Central,Product D,947.71,18,9
2024-12-27,Central,Product E,663.47,13,6
2024-12-28,North,Product A,1228.38,24,12
2024-12-28,North,Product B,1143.55,22,11
2024-12-28,North,Product C,1082.04,21,10
2024-12-28,North,Product D,1290.73,25,12
2024-12-28,North,Product E,801.85,16,8
2024-12-28,South,Product A,1335.54,26,13
2024-12-28,South,Product B,1174.19,23,11
2024-12-28,South,Product C,942.85,18,9
2024-12-28,South,Product D,1214.45,24,12
2024-12-28,South,Product E,770.7,15,7
2024-12-28,East,Product A,826.47,16,8
2024-12-28,East,Product B,869.21,17,8
2024-12-28,East,Product C,884.97,17,8
2024-12-28,East,Product D,780.54,15,7
2024-12-28,East,Product E,1231.76,24,12
2024-12-28,West,Product A,938.44,18,9
2024-12-28,West,Product B,1059.45,21,10
2024-12-28,West,Product C,876.78,17,8
2024-12-28,West,Product D,629.31,12,6
2024-12-28,West,Product E,1043.13,20,10
2024-12-28,Central,Product A,611.17,12,6
2024-12-28,Central,Product B,976.09,19,9
2024-12-28,Central,Product C,718.84,14,7
2024-12-28,Central,Product D,1383.02,27,13
2024-12-28,Central,Product E,1170.06,23,11
2024-12-29,North,Product A,1015.88,20,10
2024-12-29,North,Product B,1246.27,24,12
2024-12-29,North,Product C,826.45,16,8
2024-12-29,North,Product D,1102.97,22,11
2024-12-29,North,Product E,1034.59,20,10
2024-12-29,South,Product A,1047.37,20,10
2024-12-29,South,Product B,1247.99,24,12
2024-12-29,South,Product C,1140.58,22,11
2024-12-29,South,Product D,1052.28,21,10
2024-12-29,South,Product E,665.57,13,6
2024-12-29,East,Product A,803.82,16,8
2024-12-29,East,Product B,970.42,19,9
2024-12-29,East,Product C,1013.41,20,10
2024-12-29,East,Product D,769.96,15,7
2024-12-29,East,Product E,1474.68,29,14
2024-12-29,West,Product A,1296.55,25,12
2024-12-29,West,Product B,1114.64,22,11
2024-12-29,West,Product C,1009.17,20,10
2024-12-29,West,Product D,952.61,19,9
2024-12-29,West,Product E,805.44,16,8
2024-12-29,Central,Product A,1010.25,20,10
2024-12-29,Central,Product B,1046.12,20,10
2024-12-29,Central,Product C,747.77,14,7
2024-12-29,Central,Product D,1061.33,21,10
2024-12-29,Central,Product E,963.94,19,9
2024-12-30,North,Product A,618.44,12,6
2024-12-30,North,Product B,827.92,16,8
2024-12-30,North,Product C,917.28,18,9
2024-12-30,North,Product D,1377.54,27,13
2024-12-30,North,Product E,1111.31,22,11
2024-12-30,South,Product A,732.9,14,7
2024-12-30,South,Product B,1097.21,21,10
2024-12-30,South,Product C,690.54,13,6
2024-12-30,South,Product D,1216.54,24,12
2024-12-30,South,Product E,905.78,18,9
2024-12-30,East,Product A,981.27,19,9
2024-12-30,East,Product B,1265.16,25,12
2024-12-30,East,Product C,742.57,14,7
2024-12-30,East,Product D,720.58,14,7
2024-12-30,East,Product E,883.28,17,8
2024-12-30,West,Product A,1207.68,24,12
2024-12-30,West,Product B,696.13,13,6
2024-12-30,West,Product C,433.57,8,4
2024-12-30,West,Product D,909.77,18,9
2024-12-30,West,Product E,1110.35,22,11
2024-12-30,Central,Product A,1240.05,24,12
2024-12-30,Central,Product B,907.37,18,9
2024-12-30,Central,Product C,917.71,18,9
2024-12-30,Central,Product D,1230.78,24,12
2024-12-30,Central,Product E,626.05,12,6
2024-12-31,North,Product A,927.06,18,9
2024-12-31,North,Product B,1043.45,20,10
2024-12-31,North,Product C,1095.47,21,10
2024-12-31,North,Product D,902.68,18,9
2024-12-31,North,Product E,1012.09,20,10
2024-12-31,South,Product A,504.93,10,5
2024-12-31,South,Product B,872.83,17,8
2024-12-31,South,Product C,1096.33,21,10
2024-12-31,South,Product D,807.69,16,8
2024-12-31,South,Product E,1017.02,20,10
2024-12-31,East,Product A,1095.0,21,10
2024-12-31,East,Product B,936.3,18,9
2024-12-31,East,Product C,1039.43,20,10
2024-12-31,East,Product D,811.62,16,8
2024-12-31,East,Product E,963.63,19,9
2024-12-31,West,Product A,1127.84,22,11
2024-12-31,West,Product B,1036.72,20,10
2024-12-31,West,Product C,887.25,17,8
2024-12-31,West,Product D,1050.24,21,10
2024-12-31,West,Product E,1148.82,22,11
2024-12-31,Central,Product A,593.06,11,5
2024-12-31,Central,Product B,1238.18,24,12
2024-12-31,Central,Product C,937.57,18,9
2024-12-31,Central,Product D,1090.7,21,10
2024-12-31,Central,Product E,1245.85,24,12
2025-01-01,North,Product A,729.41,14,7
2025-01-01,North,Product B,862.54,17,8
2025-01-01,North,Product C,947.16,18,9
2025-01-01,North,Product D,847.6,16,8
2025-01-01,North,Product E,1353.94,27,13
2025-01-01,South,Product A,832.92,16,8
2025-01-01,South,Product B,893.48,17,8
2025-01-01,South,Product C,1046.25,20,10
2025-01-01,South,Product D,763.49,15,7
2025-01-01,South,Product E,925.62,18,9
2025-01-01,East,Product A,1068.98,21,10
2025-01-01,East,Product B,938.25,18,9
2025-01-01,East,Product C,986.39,19,9
2025-01-01,East,Product D,898.75,17,8
2025-01-01,East,Product E,700.71,14,7
2025-01-01,West,Product A,1069.81,21,10
2025-01-01,West,Product B,1357.96,27,13
2025-01-01,West,Product C,1008.86,20,10
2025-01-01,West,Product D,1050.45,21,10
2025-01-01,West,Product E,1144.42,22,11
2025-01-01,Central,Product A,749.99,14,7
2025-01-01,Central,Product B,1347.43,26,13
2025-01-01,Central,Product C,1045.84,20,10
